Condigo da Loja;Função DRE;Resultado DRE
09100274;IR/CSLL;-1776,34
09100276;Receitas;13176,70
09100276;Impostos;-934,73
09100276;Custo;-4544,59
09100276;Despesa;-925,66
09100276;Resultado Financeiro;365,63
09100276;Provisão/Perda;-585,55
09100276;PPR;-151,70
09100276;IR/CSLL;-1775,08
09100281;Receitas;8745,74
09100281;Impostos;-620,41
09100281;Custo;-6761,60
09100281;Despesa;-991,64
09100281;Resultado Financeiro;391,69
09100281;Provisão/Perda;-603,54
09100281;PPR;-158,75
09100281;IR/CSLL;-0,41
09100285;Receitas;11789,30
09100285;Impostos;-836,31
09100285;Custo;-3099,18
09100285;Despesa;-932,86
09100285;Resultado Financeiro;368,33
09100285;Provisão/Perda;-567,99
09100285;PPR;-159,53
09100285;IR/CSLL;-1819,92
09100288;Receitas;11992,47
09100288;Impostos;-850,72
09100288;Custo;-3910,05
09100288;Despesa;-821,86
09100288;Resultado Financeiro;324,63
09100288;Provisão/Perda;-556,83
09100288;PPR;-132,66
09100288;IR/CSLL;-1676,58
09100289;Receitas;11796,49
09100289;Impostos;-836,82
09100289;Custo;-3700,42
09100289;Despesa;-1007,08
09100289;Resultado Financeiro;397,68
09100289;Provisão/Perda;-612,65
09100289;PPR;-169,02
09100289;IR/CSLL;-1627,55
09100290;Receitas;13190,39
09100290;Impostos;-935,70
09100290;Custo;-8004,10
09100290;Despesa;-929,13
09100290;Resultado Financeiro;367,00
09100290;Provisão/Perda;-565,97
09100290;PPR;-159,40
09100290;IR/CSLL;-821,82
09100292;Receitas;11724,19
09100292;Impostos;-831,69
09100292;Custo;-2813,76
09100292;Despesa;-955,78
09100292;Resultado Financeiro;377,52
09100292;Provisão/Perda;-581,98
09100292;PPR;-154,04
09100292;IR/CSLL;-1876,14
09100294;Receitas;7181,39
09100294;Impostos;-509,43
09100294;Custo;-3497,15
09100294;Despesa;-1058,78
09100294;Resultado Financeiro;418,21
09100294;Provisão/Perda;-643,88
09100294;PPR;-171,35
09100294;IR/CSLL;-476,77
09100295;Receitas;7181,39
09100295;Impostos;-509,43
09100295;Custo;-3918,32
09100295;Despesa;-1040,15
09100295;Resultado Financeiro;410,85
09100295;Provisão/Perda;-632,69
09100295;PPR;-165,96
09100295;IR/CSLL;-367,68
09100296;Receitas;7181,39
09100296;Impostos;-509,43
09100296;Custo;-4077,61
09100296;Despesa;-972,92
09100296;Resultado Financeiro;384,30
09100296;Provisão/Perda;-592,29
09100296;PPR;-155,29
09100296;IR/CSLL;-348,95
09100297;Receitas;7181,39
09100297;Impostos;-509,43
09100297;Custo;-4949,73
09100297;Despesa;-1022,32
09100297;Resultado Financeiro;403,81
09100297;Provisão/Perda;-621,97
09100297;PPR;-162,64
09100297;IR/CSLL;-88,50
09100298;Receitas;8494,74
09100298;Impostos;-602,60
09100298;Custo;-6584,10
09100298;Despesa;-979,89
09100298;Resultado Financeiro;387,05
09100298;Provisão/Perda;-596,48
09100298;PPR;-156,89
09100298;IR/CSLL;0,00
09100300;Receitas;7181,39
09100300;Impostos;-509,43
09100300;Custo;-4845,54
09100300;Despesa;-1049,23
09100300;Resultado Financeiro;414,44
09100300;Provisão/Perda;-638,15
09100300;PPR;-175,70
09100300;IR/CSLL;-104,78
09100301;Receitas;12356,98
09100301;Impostos;-876,58
09100301;Custo;-3525,39
09100301;Despesa;-867,36
09100301;Resultado Financeiro;342,56
09100301;Provisão/Perda;-550,46
09100301;PPR;-142,30
09100301;IR/CSLL;-1868,64
09100302;Receitas;13239,06
09100302;Impostos;-939,15
09100302;Custo;-11535,05
09100302;Despesa;-963,78
09100302;Resultado Financeiro;380,68
09100302;Provisão/Perda;-586,79
09100302;PPR;-163,21
09100302;IR/CSLL;0,00
09100303;Receitas;7181,39
09100303;Impostos;-509,43
09100303;Custo;-5036,19
09100303;Despesa;-974,31
09100303;Resultado Financeiro;384,85
09100303;Provisão/Perda;-593,12
09100303;PPR;-154,54
09100303;IR/CSLL;-82,83
09100307;Receitas;11834,87
09100307;Impostos;-839,54
09100307;Custo;-4526,44
09100307;Despesa;-932,68
09100307;Resultado Financeiro;368,33
09100307;Provisão/Perda;-567,99
09100307;PPR;-157,73
09100307;IR/CSLL;-1436,35
09100309;Receitas;11919,60
09100309;Impostos;-845,55
09100309;Custo;-2883,16
09100309;Despesa;-923,30
09100309;Resultado Financeiro;364,66
09100309;Provisão/Perda;-562,41
09100309;PPR;-149,22
09100309;IR/CSLL;-1919,45
09100310;Receitas;11651,63
09100310;Impostos;-826,54
09100310;Custo;-1633,45
09100310;Despesa;-813,24
09100310;Resultado Financeiro;321,22
09100310;Provisão/Perda;-518,00
09100310;PPR;-128,99
09100310;IR/CSLL;-2233,41
09100312;Receitas;10784,85
09100312;Impostos;-765,06
09100312;Custo;-6193,46
09100312;Despesa;-842,18
09100312;Resultado Financeiro;332,65
09100312;Provisão/Perda;-506,12
09100312;PPR;-138,20
09100312;IR/CSLL;-741,22
09100313;Receitas;11805,82
09100313;Impostos;-837,48
09100313;Custo;-4003,44
09100313;Despesa;-821,63
09100313;Resultado Financeiro;324,43
09100313;Provisão/Perda;-556,53
09100313;PPR;-142,40
09100313;IR/CSLL;-1599,98
09100314;Receitas;12910,80
09100314;Impostos;-915,87
09100314;Custo;-5557,75
09100314;Despesa;-817,06
09100314;Resultado Financeiro;322,69
09100314;Provisão/Perda;-520,24
09100314;PPR;-141,37
09100314;IR/CSLL;-1464,75
09100315;Receitas;7285,73
09100315;Impostos;-516,84
09100315;Custo;-3025,22
09100315;Despesa;-945,17
09100315;Resultado Financeiro;373,30
09100315;Provisão/Perda;-575,55
09100315;PPR;-154,15
09100315;IR/CSLL;-677,32
09100316;Receitas;12202,92
09100316;Impostos;-865,65
09100316;Custo;-3362,23
09100316;Despesa;-921,92
09100316;Resultado Financeiro;364,04
09100316;Provisão/Perda;-561,47
09100316;PPR;-159,28
09100316;IR/CSLL;-1857,26
09100318;Receitas;8068,10
09100318;Impostos;-572,34
09100318;Custo;-5377,81
09100318;Despesa;-847,76
09100318;Resultado Financeiro;334,82
09100318;Provisão/Perda;-538,68
09100318;PPR;-141,49
09100318;IR/CSLL;-256,50
09100319;Receitas;12744,61
09100319;Impostos;-904,08
09100319;Custo;-3510,27
09100319;Despesa;-867,51
09100319;Resultado Financeiro;342,55
09100319;Provisão/Perda;-528,77
09100319;PPR;-149,81
09100319;IR/CSLL;-1976,61
09100321;Receitas;11822,74
09100321;Impostos;-838,68
09100321;Custo;-5250,82
09100321;Despesa;-860,22
09100321;Resultado Financeiro;339,78
09100321;Provisão/Perda;-546,23
09100321;PPR;-137,91
09100321;IR/CSLL;-1256,03
09100322;Receitas;12335,47
09100322;Impostos;-875,05
09100322;Custo;-18031,25
09100322;Despesa;-878,66
09100322;Resultado Financeiro;346,99
09100322;Provisão/Perda;-535,52
09100322;PPR;-156,35
09100322;IR/CSLL;0,00
09100325;Receitas;12068,99
09100325;Impostos;-856,15
09100325;Custo;-4546,35
09100325;Despesa;-925,85
09100325;Resultado Financeiro;365,63
09100325;Provisão/Perda;-563,88
09100325;PPR;-154,70
09100325;IR/CSLL;-1494,28
09100326;Receitas;13213,13
09100326;Impostos;-937,31
09100326;Custo;-15493,94
09100326;Despesa;-962,17
09100326;Resultado Financeiro;380,05
09100326;Provisão/Perda;-585,83
09100326;PPR;-161,98
09100326;IR/CSLL;0,00
09100328;Receitas;14083,01
09100328;Impostos;-999,02
09100328;Custo;-4878,82
09100328;Despesa;-950,37
09100328;Resultado Financeiro;375,39
09100328;Provisão/Perda;-578,73
09100328;PPR;-153,05
09100328;IR/CSLL;-1913,29
09100329;Receitas;11743,45
09100329;Impostos;-833,06
09100329;Custo;-3094,15
09100329;Despesa;-946,35
09100329;Resultado Financeiro;373,69
09100329;Provisão/Perda;-576,15
09100329;PPR;-160,36
09100329;IR/CSLL;-1804,75
09100331;Receitas;8401,37
09100331;Impostos;-595,98
09100331;Custo;-4846,64
09100331;Despesa;-817,77
09100331;Resultado Financeiro;323,01
09100331;Provisão/Perda;-520,72
09100331;PPR;-136,63
09100331;IR/CSLL;-501,08
09100332;Receitas;12715,72
09100332;Impostos;-902,03
09100332;Custo;-6675,57
09100332;Despesa;-824,23
09100332;Resultado Financeiro;325,56
09100332;Provisão/Perda;-558,26
09100332;PPR;-138,63
09100332;IR/CSLL;-1093,48
09100333;Receitas;11793,45
09100333;Impostos;-836,60
09100333;Custo;-4804,93
09100333;Despesa;-900,45
09100333;Resultado Financeiro;355,60
09100333;Provisão/Perda;-603,95
09100333;PPR;-157,24
09100333;IR/CSLL;-1344,01
09100335;Receitas;12738,67
09100335;Impostos;-903,66
09100335;Custo;-3273,59
09100335;Despesa;-788,63
09100335;Resultado Financeiro;311,50
09100335;Provisão/Perda;-503,20
09100335;PPR;-126,55
09100335;IR/CSLL;-2067,53
09100336;Receitas;6187,09
09100336;Impostos;-438,90
09100336;Custo;-3302,13
09100336;Despesa;-796,99
09100336;Resultado Financeiro;314,80
09100336;Provisão/Perda;-541,89
09100336;PPR;-127,88
09100336;IR/CSLL;-358,92
09100338;Receitas;3764,17
09100338;Impostos;-267,02
09100338;Custo;-4472,90
09100338;Despesa;-966,85
09100338;Resultado Financeiro;381,79
09100338;Provisão/Perda;-588,47
09100338;PPR;-164,46
09100338;IR/CSLL;0,00
09100341;Receitas;11879,73
09100341;Impostos;-842,72
09100341;Custo;-4768,62
09100341;Despesa;-896,74
09100341;Resultado Financeiro;354,02
09100341;Provisão/Perda;-601,56
09100341;PPR;-164,11
09100341;IR/CSLL;-1375,66
09100344;Receitas;12920,76
09100344;Impostos;-916,57
09100344;Custo;-6568,81
09100344;Despesa;-946,43
09100344;Resultado Financeiro;373,83
09100344;Provisão/Perda;-576,37
09100344;PPR;-154,73
09100344;IR/CSLL;-1145,93
09100346;Receitas;12029,74
09100346;Impostos;-853,37
09100346;Custo;-4870,17
09100346;Despesa;-810,12
09100346;Resultado Financeiro;319,95
09100346;Provisão/Perda;-549,73
09100346;PPR;-139,79
09100346;IR/CSLL;-1421,85
09100347;Receitas;11709,96
09100347;Impostos;-830,68
09100347;Custo;-2244,28
09100347;Despesa;-818,57
09100347;Resultado Financeiro;323,33
09100347;Provisão/Perda;-521,20
09100347;PPR;-130,32
09100347;IR/CSLL;-2076,88
09100348;Receitas;11614,46
09100348;Impostos;-823,91
09100348;Custo;-2238,28
09100348;Despesa;-809,19
09100348;Resultado Financeiro;319,62
09100348;Provisão/Perda;-515,56
09100348;PPR;-130,65
09100348;IR/CSLL;-2056,98
09100349;Receitas;8495,51
09100349;Impostos;-602,66
09100349;Custo;-3936,61
09100349;Despesa;-916,56
09100349;Resultado Financeiro;361,96
09100349;Provisão/Perda;-3558,31
09100349;PPR;-156,15
09100349;IR/CSLL;0,00
09100351;Receitas;11682,43
09100351;Impostos;-828,73
09100351;Custo;-2055,05
09100351;Despesa;-804,15
09100351;Resultado Financeiro;317,63
09100351;Provisão/Perda;-512,53
09100351;PPR;-128,04
09100351;IR/CSLL;-2127,72
09100352;Receitas;11882,36
09100352;Impostos;-842,91
09100352;Custo;-6965,07
09100352;Despesa;-925,86
09100352;Resultado Financeiro;365,63
09100352;Provisão/Perda;-563,89
09100352;PPR;-159,80
09100352;IR/CSLL;-773,94
09100354;Receitas;11797,70
09100354;Impostos;-836,91
09100354;Custo;-3726,27
09100354;Despesa;-911,49
09100354;Resultado Financeiro;359,92
09100354;Provisão/Perda;-576,87
09100354;PPR;-158,96
09100354;IR/CSLL;-1649,45
09100355;Receitas;8914,32
09100355;Impostos;-632,36
09100355;Custo;-4565,01
09100355;Despesa;-775,47
09100355;Resultado Financeiro;306,19
09100355;Provisão/Perda;-473,46
09100355;PPR;-134,10
09100355;IR/CSLL;-732,24
09100356;Receitas;11565,68
09100356;Impostos;-820,45
09100356;Custo;-4444,43
09100356;Despesa;-785,17
09100356;Resultado Financeiro;309,95
09100356;Provisão/Perda;-479,17
09100356;PPR;-153,74
09100356;IR/CSLL;-1440,20
09100358;Receitas;11758,80
09100358;Impostos;-834,15
09100358;Custo;-5227,96
09100358;Despesa;-921,82
09100358;Resultado Financeiro;364,04
09100358;Provisão/Perda;-561,46
09100358;PPR;-152,24
09100358;IR/CSLL;-1227,34
09100359;Receitas;12611,61
09100359;Impostos;-894,64
09100359;Custo;-2845,59
09100359;Despesa;-884,46
09100359;Resultado Financeiro;349,35
09100359;Provisão/Perda;-560,80
09100359;PPR;-144,06
09100359;IR/CSLL;-2116,59
09100360;Receitas;11496,30
09100360;Impostos;-815,53
09100360;Custo;-1522,35
09100360;Despesa;-800,95
09100360;Resultado Financeiro;316,37
09100360;Provisão/Perda;-510,61
09100360;PPR;-127,04
09100360;IR/CSLL;-2228,85
09100364;Receitas;11811,00
09100364;Impostos;-837,85
09100364;Custo;-3723,21
09100364;Despesa;-871,37
09100364;Resultado Financeiro;344,07
09100364;Provisão/Perda;-586,42
09100364;PPR;-152,73
09100364;IR/CSLL;-1659,53
09100366;Receitas;12017,95
09100366;Impostos;-852,53
09100366;Custo;-4689,68
09100366;Despesa;-902,18
09100366;Resultado Financeiro;356,35
09100366;Provisão/Perda;-549,78
09100366;PPR;-145,54
09100366;IR/CSLL;-1451,82
09100367;Receitas;12166,83
09100367;Impostos;-863,09
09100367;Custo;-3223,64
09100367;Despesa;-863,26
09100367;Resultado Financeiro;340,87
09100367;Provisão/Perda;-581,54
09100367;PPR;-148,03
09100367;IR/CSLL;-1893,80
09100369;Receitas;10786,36
09100369;Impostos;-765,16
09100369;Custo;-5041,73
09100369;Despesa;-825,65
09100369;Resultado Financeiro;326,12
09100369;Provisão/Perda;-503,78
09100369;PPR;-146,40
09100369;IR/CSLL;-1062,19
09100370;Receitas;11877,00
09100370;Impostos;-842,53
09100370;Custo;-2711,84
09100370;Despesa;-883,13
09100370;Resultado Financeiro;348,79
09100370;Provisão/Perda;-593,60
09100370;PPR;-145,77
09100370;IR/CSLL;-1955,03
09100372;Receitas;11647,31
09100372;Impostos;-826,24
09100372;Custo;-2962,60
09100372;Despesa;-921,25
09100372;Resultado Financeiro;363,85
09100372;Provisão/Perda;-582,85
09100372;PPR;-152,66
09100372;IR/CSLL;-1820,97
09100373;Receitas;12079,19
09100373;Impostos;-856,87
09100373;Custo;-5047,94
09100373;Despesa;-974,13
09100373;Resultado Financeiro;384,70
09100373;Provisão/Perda;-592,90
09100373;PPR;-163,82
09100373;IR/CSLL;-1339,12
09100374;Receitas;12631,13
09100374;Impostos;-896,03
09100374;Custo;-4191,93
09100374;Despesa;-926,17
09100374;Resultado Financeiro;365,75
09100374;Provisão/Perda;-585,75
09100374;PPR;-158,17
09100374;IR/CSLL;-1730,36
09100377;Receitas;13265,51
09100377;Impostos;-941,03
09100377;Custo;-14753,64
09100377;Despesa;-806,55
09100377;Resultado Financeiro;318,58
09100377;Provisão/Perda;-492,30
09100377;PPR;-135,96
09100377;IR/CSLL;0,00
09100378;Receitas;11786,78
09100378;Impostos;-836,13
09100378;Custo;-3416,82
09100378;Despesa;-819,82
09100378;Resultado Financeiro;323,79
09100378;Provisão/Perda;-521,90
09100378;PPR;-137,91
09100378;IR/CSLL;-1768,95
09100379;Receitas;11956,72
09100379;Impostos;-848,19
09100379;Custo;-4747,70
09100379;Despesa;-765,64
09100379;Resultado Financeiro;302,27
09100379;Provisão/Perda;-489,17
09100379;PPR;-137,75
09100379;IR/CSLL;-1461,79
09100380;Receitas;10880,34
09100380;Impostos;-771,83
09100380;Custo;-3280,43
09100380;Despesa;-1040,39
09100380;Resultado Financeiro;410,94
09100380;Provisão/Perda;-632,83
09100380;PPR;-168,30
09100380;IR/CSLL;-1497,01
09100381;Receitas;6867,11
09100381;Impostos;-487,14
09100381;Custo;-2649,85
09100381;Despesa;-835,90
09100381;Resultado Financeiro;330,10
09100381;Provisão/Perda;-509,83
09100381;PPR;-139,10
09100381;IR/CSLL;-714,29
09100382;Receitas;11579,81
09100382;Impostos;-821,45
09100382;Custo;-2456,60
09100382;Despesa;-814,18
09100382;Resultado Financeiro;321,48
09100382;Provisão/Perda;-518,39
09100382;PPR;-138,42
09100382;IR/CSLL;-1983,69
09100383;Receitas;11717,46
09100383;Impostos;-831,21
09100383;Custo;-2088,26
09100383;Despesa;-1002,66
09100383;Resultado Financeiro;396,01
09100383;Provisão/Perda;-610,10
09100383;PPR;-162,78
09100383;IR/CSLL;-2057,52
09100384;Receitas;11252,65
09100384;Impostos;-798,24
09100384;Custo;-6728,12
09100384;Despesa;-857,59
09100384;Resultado Financeiro;338,63
09100384;Provisão/Perda;-578,14
09100384;PPR;-152,50
09100384;IR/CSLL;-686,91
09100385;Receitas;6794,43
09100385;Impostos;-481,98
09100385;Custo;-3640,38
09100385;Despesa;-865,56
09100385;Resultado Financeiro;341,81
09100385;Provisão/Perda;-527,65
09100385;PPR;-149,39
09100385;IR/CSLL;-408,06
09100387;Receitas;9800,11
09100387;Impostos;-695,20
09100387;Custo;-5262,81
09100387;Despesa;-796,41
09100387;Resultado Financeiro;314,54
09100387;Provisão/Perda;-507,83
09100387;PPR;-131,04
09100387;IR/CSLL;-754,77
09100388;Receitas;62498,11
09100388;Impostos;-4433,49
09100388;Custo;-9066,01
09100388;Despesa;-629,03
09100388;Resultado Financeiro;248,46
09100388;Provisão/Perda;-385,62
09100388;PPR;-116,68
09100388;IR/CSLL;-13344,99
09100390;Receitas;8064,56
09100390;Impostos;-572,08
09100390;Custo;-4854,97
09100390;Despesa;-794,53
09100390;Resultado Financeiro;313,83
09100390;Provisão/Perda;-540,41
09100390;PPR;-132,59
09100390;IR/CSLL;-411,54
09100393;Receitas;3217,48
09100393;Impostos;-228,24
09100393;Custo;-3849,99
09100393;Despesa;-926,15
09100393;Resultado Financeiro;365,75
09100393;Provisão/Perda;-564,07
09100393;PPR;-155,72
09100393;IR/CSLL;0,00
09100394;Receitas;4394,72
09100394;Impostos;-311,75
09100394;Custo;-2967,55
09100394;Despesa;-906,24
09100394;Resultado Financeiro;357,88
09100394;Provisão/Perda;-552,10
09100394;PPR;-151,59
09100394;IR/CSLL;0,00
09100395;Receitas;1446,13
09100395;Impostos;-102,59
09100395;Custo;-2575,44
09100395;Despesa;-946,43
09100395;Resultado Financeiro;373,76
09100395;Provisão/Perda;-576,25
09100395;PPR;-158,45
09100395;IR/CSLL;0,00
09100396;Receitas;11570,07
09100396;Impostos;-820,76
09100396;Custo;-2370,69
09100396;Despesa;-933,05
09100396;Resultado Financeiro;368,47
09100396;Provisão/Perda;-568,21
09100396;PPR;-154,51
09100396;IR/CSLL;-1966,79
09100398;Receitas;10914,43
09100398;Impostos;-774,25
09100398;Custo;-5100,57
09100398;Despesa;-812,27
09100398;Resultado Financeiro;320,80
09100398;Provisão/Perda;-517,36
09100398;PPR;-135,38
09100398;IR/CSLL;-1080,40
09100399;Receitas;6727,51
09100399;Impostos;-477,24
09100399;Custo;-3768,06
09100399;Despesa;-781,13
09100399;Resultado Financeiro;308,47
09100399;Provisão/Perda;-476,92
09100399;PPR;-130,41
09100399;IR/CSLL;-388,91
09100400;Receitas;11910,15
09100400;Impostos;-844,88
09100400;Custo;-3242,88
09100400;Despesa;-847,62
09100400;Resultado Financeiro;334,73
09100400;Provisão/Perda;-538,54
09100400;PPR;-142,78
09100400;IR/CSLL;-1838,34
09100401;Receitas;11570,52
09100401;Impostos;-820,79
09100401;Custo;-7943,43
09100401;Despesa;-806,83
09100401;Resultado Financeiro;318,58
09100401;Provisão/Perda;-492,30
09100401;PPR;-154,21
09100401;IR/CSLL;-463,60
09100403;Receitas;3954,66
09100403;Impostos;-280,54
09100403;Custo;-1996,38
09100403;Despesa;-1142,63
09100403;Resultado Financeiro;451,33
09100403;Provisão/Perda;-715,95
09100403;PPR;-181,24
09100403;IR/CSLL;-24,76
09100405;Receitas;6565,39
09100405;Impostos;-465,74
09100405;Custo;-5131,19
09100405;Despesa;-637,06
09100405;Resultado Financeiro;251,63
09100405;Provisão/Perda;-412,12
09100405;PPR;-109,43
09100405;IR/CSLL;-17,05
09100406;Receitas;11586,82
09100406;Impostos;-821,95
09100406;Custo;-2432,17
09100406;Despesa;-906,99
09100406;Resultado Financeiro;358,18
09100406;Provisão/Perda;-552,55
09100406;PPR;-150,86
09100406;IR/CSLL;-1963,78
09100407;Receitas;5481,58
09100407;Impostos;-388,85
09100407;Custo;-2742,72
09100407;Despesa;-925,84
09100407;Resultado Financeiro;365,59
09100407;Provisão/Perda;-563,83
09100407;PPR;-155,64
09100407;IR/CSLL;-296,84
09100408;Receitas;9202,31
09100408;Impostos;-652,79
09100408;Custo;-4915,63
09100408;Despesa;-963,04
09100408;Resultado Financeiro;380,28
09100408;Provisão/Perda;-586,18
09100408;PPR;-163,01
09100408;IR/CSLL;-638,45
09100409;Receitas;5436,25
09100409;Impostos;-385,64
09100409;Custo;-2059,00
09100409;Despesa;-1144,21
09100409;Resultado Financeiro;451,95
09100409;Provisão/Perda;-750,56
09100409;PPR;-181,49
09100409;IR/CSLL;-379,22
09100410;Receitas;12870,36
09100410;Impostos;-913,00
09100410;Custo;-3677,06
09100410;Despesa;-950,17
09100410;Resultado Financeiro;375,31
09100410;Provisão/Perda;-578,61
09100410;PPR;-150,71
09100410;IR/CSLL;-1934,84
09100411;Receitas;8297,01
09100411;Impostos;-588,57
09100411;Custo;-4287,93
09100411;Despesa;-999,15
09100411;Resultado Financeiro;394,62
09100411;Provisão/Perda;-629,66
09100411;PPR;-163,20
09100411;IR/CSLL;-561,12
09100412;Receitas;12154,73
09100412;Impostos;-862,23
09100412;Custo;-2932,11
09100412;Despesa;-855,92
09100412;Resultado Financeiro;338,08
09100412;Provisão/Perda;-577,30
09100412;PPR;-138,56
09100412;IR/CSLL;-1976,60
09100413;Receitas;9170,12
09100413;Impostos;-650,51
09100413;Custo;-5030,13
09100413;Despesa;-986,73
09100413;Resultado Financeiro;389,68
09100413;Provisão/Perda;-600,47
09100413;PPR;-168,13
09100413;IR/CSLL;-589,05
09100414;Receitas;11677,01
09100414;Impostos;-828,34
09100414;Custo;-1733,27
09100414;Despesa;-792,34
09100414;Resultado Financeiro;312,93
09100414;Provisão/Perda;-483,71
09100414;PPR;-128,44
09100414;IR/CSLL;-2225,43
09100415;Receitas;7105,51
09100415;Impostos;-504,05
09100415;Custo;-3489,08
09100415;Despesa;-998,84
09100415;Resultado Financeiro;394,53
09100415;Provisão/Perda;-607,86
09100415;PPR;-161,71
09100415;IR/CSLL;-482,17
09100417;Receitas;11633,44
09100417;Impostos;-825,25
09100417;Custo;-2877,06
09100417;Despesa;-955,79
09100417;Resultado Financeiro;377,49
09100417;Provisão/Perda;-581,94
09100417;PPR;-156,68
09100417;IR/CSLL;-1834,46
09100418;Receitas;13530,46
09100418;Impostos;-959,82
09100418;Custo;-5473,01
09100418;Despesa;-913,12
09100418;Resultado Financeiro;360,60
09100418;Provisão/Perda;-556,24
09100418;PPR;-152,32
09100418;IR/CSLL;-1618,78
09100420;Receitas;4231,59
09100420;Impostos;-300,18
09100420;Custo;-3099,20
09100420;Despesa;-899,63
09100420;Resultado Financeiro;355,35
09100420;Provisão/Perda;-548,24
09100420;PPR;-145,98
09100420;IR/CSLL;0,00
09100421;Receitas;5975,91
09100421;Impostos;-423,92
09100421;Custo;-1530,61
09100421;Despesa;-855,92
09100421;Resultado Financeiro;338,08
09100421;Provisão/Perda;-543,64
09100421;PPR;-136,25
09100421;IR/CSLL;-783,14
09100422;Receitas;6168,15
09100422;Impostos;-437,56
09100422;Custo;-1434,75
09100422;Despesa;-807,31
09100422;Resultado Financeiro;318,88
09100422;Provisão/Perda;-492,76
09100422;PPR;-128,05
09100422;IR/CSLL;-883,81
09100423;Receitas;5969,91
09100423;Impostos;-423,49
09100423;Custo;-4873,01
09100423;Despesa;-655,30
09100423;Resultado Financeiro;258,84
09100423;Provisão/Perda;-423,08
09100423;PPR;-113,44
09100423;IR/CSLL;0,00
09100425;Receitas;11836,45
09100425;Impostos;-839,65
09100425;Custo;-3490,09
09100425;Despesa;-764,76
09100425;Resultado Financeiro;302,03
09100425;Provisão/Perda;-522,46
09100425;PPR;-129,17
09100425;IR/CSLL;-1772,93
09100427;Receitas;13629,27
09100427;Impostos;-966,83
09100427;Custo;-6261,83
09100427;Despesa;-930,87
09100427;Resultado Financeiro;367,65
09100427;Provisão/Perda;-566,96
09100427;PPR;-157,83
09100427;IR/CSLL;-1417,99
09100428;Receitas;12224,46
09100428;Impostos;-867,18
09100428;Custo;-3482,90
09100428;Despesa;-933,83
09100428;Resultado Financeiro;368,74
09100428;Provisão/Perda;-568,62
09100428;PPR;-161,17
09100428;IR/CSLL;-1824,84
09100429;Receitas;11942,72
09100429;Impostos;-847,19
09100429;Custo;-6878,37
09100429;Despesa;-810,26
09100429;Resultado Financeiro;320,01
09100429;Provisão/Perda;-516,15
09100429;PPR;-140,52
09100429;IR/CSLL;-851,54
09100430;Receitas;11515,57
09100430;Impostos;-816,89
09100430;Custo;-3144,69
09100430;Despesa;-951,55
09100430;Resultado Financeiro;375,78
09100430;Provisão/Perda;-579,33
09100430;PPR;-160,73
09100430;IR/CSLL;-1730,16
09100432;Receitas;5919,46
09100432;Impostos;-419,91
09100432;Custo;-2280,72
09100432;Despesa;-1233,54
09100432;Resultado Financeiro;487,20
09100432;Provisão/Perda;-770,52
09100432;PPR;-198,91
09100432;IR/CSLL;-416,88
09100433;Receitas;4,06
09100433;Impostos;-0,29
09100433;Custo;-922,65
09100433;Despesa;-932,57
09100433;Resultado Financeiro;368,36
09100433;Provisão/Perda;-563,32
09100433;PPR;-148,41
09100433;IR/CSLL;0,00
09100434;Receitas;14522,50
09100434;Impostos;-1030,20
09100434;Custo;-6113,68
09100434;Despesa;-850,13
09100434;Resultado Financeiro;335,72
09100434;Provisão/Perda;-518,38
09100434;PPR;-145,62
09100434;IR/CSLL;-1719,64
09100435;Receitas;8361,21
09100435;Impostos;-593,13
09100435;Custo;-5116,02
09100435;Despesa;-917,49
09100435;Resultado Financeiro;362,33
09100435;Provisão/Perda;-558,86
09100435;PPR;-155,81
09100435;IR/CSLL;-383,36
09100436;Receitas;6747,28
09100436;Impostos;-478,64
09100436;Custo;-3054,09
09100436;Despesa;-1001,23
09100436;Resultado Financeiro;395,37
09100436;Provisão/Perda;-664,46
09100436;PPR;-173,19
09100436;IR/CSLL;-491,20
09100437;Receitas;4420,17
09100437;Impostos;-313,56
09100437;Custo;-3574,06
09100437;Despesa;-1191,16
09100437;Resultado Financeiro;470,46
09100437;Provisão/Perda;-745,06
09100437;PPR;-194,01
09100437;IR/CSLL;0,00
09100438;Receitas;8240,53
09100438;Impostos;-584,57
09100438;Custo;-4867,26
09100438;Despesa;-939,23
09100438;Resultado Financeiro;370,91
09100438;Provisão/Perda;-593,60
09100438;PPR;-160,10
09100438;IR/CSLL;-406,79
09100439;Receitas;5666,81
09100439;Impostos;-401,99
09100439;Custo;-4788,55
09100439;Despesa;-1259,92
09100439;Resultado Financeiro;497,66
09100439;Provisão/Perda;-786,43
09100439;PPR;-204,45
09100439;IR/CSLL;0,00
09100440;Receitas;4333,36
09100440;Impostos;-307,40
09100440;Custo;-3923,36
09100440;Despesa;-948,52
09100440;Resultado Financeiro;374,44
09100440;Provisão/Perda;-577,29
09100440;PPR;-169,99
09100440;IR/CSLL;0,00
09100441;Receitas;-962,72
09100441;Custo;-2020,15
09100441;Despesa;-864,60
09100441;Resultado Financeiro;341,51
09100441;Provisão/Perda;-527,19
09100441;PPR;-140,42
09100441;IR/CSLL;0,00
09100442;Receitas;4824,73
09100442;Impostos;-342,26
09100442;Custo;-2723,80
09100442;Despesa;-1076,47
09100442;Resultado Financeiro;425,16
09100442;Provisão/Perda;-654,46
09100442;PPR;-177,77
09100442;IR/CSLL;-76,31
